timestamp,Open,High,Low,Close,Volume,Return,VIX,Symbol,Company
2014-04-15,234.0,234.0,234.0,234.0,65.0,,15.609999656677246,0QOQ.LON,0QOQ.LON
2014-04-25,238.2,238.2,238.2,238.2,7.0,0.017948717948717885,14.0600004196167,0QOQ.LON,0QOQ.LON
2014-05-20,228.0,228.0,228.0,228.0,70.0,-0.04282115869017633,12.960000038146973,0QOQ.LON,0QOQ.LON
2014-06-26,247.0,247.0,247.0,247.0,1.0,0.08333333333333326,11.630000114440918,0QOQ.LON,0QOQ.LON
2014-06-30,243.0,243.0,242.4,242.4,254.0,-0.018623481781376516,11.569999694824219,0QOQ.LON,0QOQ.LON
2014-07-08,249.524,249.524,249.524,249.524,61.0,0.029389438943894453,11.979999542236328,0QOQ.LON,0QOQ.LON
2014-07-22,237.529,237.529,237.529,237.529,1580.0,-0.048071528189673196,12.239999771118164,0QOQ.LON,0QOQ.LON
2014-07-25,231.5,231.5,231.5,231.5,33.0,-0.025382163862096796,12.6899995803833,0QOQ.LON,0QOQ.LON
2014-07-28,230.0,230.0,230.0,230.0,10.0,-0.006479481641468721,12.5600004196167,0QOQ.LON,0QOQ.LON
2014-08-04,221.269,221.269,221.269,221.269,192.0,-0.03796086956521738,15.119999885559082,0QOQ.LON,0QOQ.LON
2014-08-08,219.875,219.875,219.875,219.875,44.0,-0.006300023952745315,15.770000457763672,0QOQ.LON,0QOQ.LON
2014-08-19,230.0,230.0,230.0,230.0,20.0,0.046048891415577,12.210000038146973,0QOQ.LON,0QOQ.LON
2014-08-27,237.25,237.25,237.25,237.25,33.0,0.03152173913043477,11.779999732971191,0QOQ.LON,0QOQ.LON
2014-09-05,239.5,239.5,239.5,239.5,8.0,0.0094836670179137,12.09000015258789,0QOQ.LON,0QOQ.LON
2014-09-16,253.75,253.75,253.75,253.75,15.0,0.05949895615866385,12.729999542236328,0QOQ.LON,0QOQ.LON
2014-10-14,234.65,234.65,234.65,234.65,131.0,-0.07527093596059109,22.790000915527344,0QOQ.LON,0QOQ.LON
2014-11-11,259.75,259.75,259.75,259.75,44.0,0.10696782441934793,12.920000076293945,0QOQ.LON,0QOQ.LON
2015-03-10,290.9297,290.9297,290.9297,290.9297,79.0,0.12003734359961515,16.690000534057617,0QOQ.LON,0QOQ.LON
2015-03-17,297.25,297.25,297.25,297.25,602.0,0.02172449220550532,15.65999984741211,0QOQ.LON,0QOQ.LON
2015-03-23,305.0,305.0,305.0,305.0,100.0,0.026072329688814122,13.40999984741211,0QOQ.LON,0QOQ.LON
2015-04-13,299.75,299.75,299.75,299.75,42.0,-0.01721311475409837,13.9399995803833,0QOQ.LON,0QOQ.LON
2015-04-29,302.75,302.75,302.75,302.75,7.0,0.010008340283569561,13.390000343322754,0QOQ.LON,0QOQ.LON
2015-05-11,298.25,298.25,298.25,298.25,40.0,-0.014863748967795187,13.850000381469727,0QOQ.LON,0QOQ.LON
2015-05-18,289.5,289.5,289.5,289.5,20000.0,-0.029337803855825628,12.729999542236328,0QOQ.LON,0QOQ.LON
2015-06-11,294.75,294.75,294.75,294.75,2.0,0.0181347150259068,12.850000381469727,0QOQ.LON,0QOQ.LON
2015-07-03,281.5,281.5,281.5,281.5,26.0,-0.04495335029686176,,0QOQ.LON,0QOQ.LON
2015-07-17,315.75,315.75,315.75,315.75,2501.0,0.12166962699822381,11.949999809265137,0QOQ.LON,0QOQ.LON
2015-08-11,327.9926,327.9926,327.9926,327.9926,104.0,0.03877307996832924,13.710000038146973,0QOQ.LON,0QOQ.LON
2015-08-12,325.5439,325.5439,325.5439,325.5439,135.0,-0.007465717214351741,13.609999656677246,0QOQ.LON,0QOQ.LON
2015-08-20,310.843,310.843,310.843,310.843,3163.0,-0.04515796487048285,19.139999389648438,0QOQ.LON,0QOQ.LON
2015-10-07,335.75,340.75,335.75,340.75,2042.0,0.09621255746470081,18.399999618530273,0QOQ.LON,0QOQ.LON
2015-10-22,334.25,334.25,334.25,334.25,1045.0,-0.019075568598679427,14.449999809265137,0QOQ.LON,0QOQ.LON
2015-10-26,352.75,352.75,352.75,352.75,6.0,0.05534779356768893,15.289999961853027,0QOQ.LON,0QOQ.LON
2015-11-03,361.25,361.25,361.25,361.25,12.0,0.024096385542168752,14.539999961853027,0QOQ.LON,0QOQ.LON
2015-12-03,374.75,374.75,374.75,374.75,20.0,0.03737024221453278,18.110000610351562,0QOQ.LON,0QOQ.LON
2016-01-07,345.5,345.5,345.5,345.5,7.0,-0.07805203468979316,24.989999771118164,0QOQ.LON,0QOQ.LON
2016-01-12,340.0,340.0,340.0,340.0,26.0,-0.01591895803183796,22.469999313354492,0QOQ.LON,0QOQ.LON
2016-01-19,362.0,362.0,362.0,362.0,6.0,0.06470588235294117,26.049999237060547,0QOQ.LON,0QOQ.LON
2016-01-20,357.75,357.75,357.75,357.75,3.0,-0.011740331491712719,27.59000015258789,0QOQ.LON,0QOQ.LON
2016-02-02,367.75,367.75,367.75,367.75,10.0,0.02795248078266943,21.979999542236328,0QOQ.LON,0QOQ.LON
2016-02-09,333.5,333.5,333.5,333.5,20.0,-0.0931339225016995,26.540000915527344,0QOQ.LON,0QOQ.LON
2016-03-23,394.75,394.75,394.75,394.75,7.0,0.18365817091454262,14.9399995803833,0QOQ.LON,0QOQ.LON
2016-03-31,388.25,388.25,388.25,388.25,10.0,-0.01646611779607343,13.949999809265137,0QOQ.LON,0QOQ.LON
2016-04-05,386.3443,386.3443,386.3443,386.3443,151.0,-0.004908435286542279,15.420000076293945,0QOQ.LON,0QOQ.LON
2016-05-06,392.5,392.5,392.5,392.5,5.0,0.015933197409668143,14.720000267028809,0QOQ.LON,0QOQ.LON
2016-05-20,404.255,404.255,404.255,404.255,25000.0,0.02994904458598735,15.199999809265137,0QOQ.LON,0QOQ.LON
2016-06-09,413.0,413.0,413.0,413.0,5.0,0.021632385499251727,14.640000343322754,0QOQ.LON,0QOQ.LON
2016-06-13,407.25,407.25,407.25,407.25,2.0,-0.013922518159806274,20.969999313354492,0QOQ.LON,0QOQ.LON
2016-06-14,407.0,407.0,407.0,407.0,2.0,-0.0006138735420503361,20.5,0QOQ.LON,0QOQ.LON
2016-06-28,401.25,401.25,401.25,401.25,10.0,-0.014127764127764175,18.75,0QOQ.LON,0QOQ.LON
2016-07-06,409.75,409.75,409.75,409.75,9.0,0.021183800623052917,14.960000038146973,0QOQ.LON,0QOQ.LON
2016-07-14,444.75,444.75,444.75,444.75,6.0,0.08541793776693107,12.819999694824219,0QOQ.LON,0QOQ.LON
2016-07-22,440.75,440.75,440.75,440.75,10.0,-0.008993816750983652,12.020000457763672,0QOQ.LON,0QOQ.LON
2016-07-28,443.5386,443.5386,443.5386,443.5386,386.0,0.006326942711287531,12.720000267028809,0QOQ.LON,0QOQ.LON
2016-08-04,447.5,447.5,447.5,447.5,30.0,0.00893135343800977,12.420000076293945,0QOQ.LON,0QOQ.LON
2016-08-05,446.0,446.0,446.0,446.0,2.0,-0.003351955307262622,11.390000343322754,0QOQ.LON,0QOQ.LON
2016-08-16,453.25,453.25,453.25,453.25,1.0,0.016255605381165994,12.640000343322754,0QOQ.LON,0QOQ.LON
2016-08-17,450.75,450.75,450.75,450.75,3.0,-0.00551571980143406,12.1899995803833,0QOQ.LON,0QOQ.LON
2016-08-18,445.3291,445.3291,445.3291,445.3291,31.0,-0.012026400443704954,11.430000305175781,0QOQ.LON,0QOQ.LON
2016-08-19,439.5,439.5,439.5,439.5,10.0,-0.013089420835063259,11.34000015258789,0QOQ.LON,0QOQ.LON
2016-08-22,446.75,446.75,444.9544,444.9544,580.0,0.012410466439135348,12.270000457763672,0QOQ.LON,0QOQ.LON
2016-08-26,442.75,442.75,442.75,442.75,1.0,-0.004954215533097384,13.649999618530273,0QOQ.LON,0QOQ.LON
2016-08-30,450.5,450.5,450.5,450.5,4.0,0.017504234895539206,13.119999885559082,0QOQ.LON,0QOQ.LON
2016-08-31,452.25,452.25,452.25,452.25,1.0,0.0038845726970033745,13.420000076293945,0QOQ.LON,0QOQ.LON
2016-09-06,459.5885,459.5885,459.5885,459.5885,28.0,0.016226644555002778,12.020000457763672,0QOQ.LON,0QOQ.LON
2016-09-20,491.0,491.0,491.0,491.0,15.0,0.06834701042345492,15.920000076293945,0QOQ.LON,0QOQ.LON
2016-10-10,496.25,496.25,496.25,496.25,2.0,0.010692464358452058,13.380000114440918,0QOQ.LON,0QOQ.LON
2016-10-11,497.5,497.5,497.5,497.5,10.0,0.0025188916876575096,15.359999656677246,0QOQ.LON,0QOQ.LON
2016-10-14,493.0,493.0,493.0,493.0,1542.0,-0.009045226130653283,16.1200008392334,0QOQ.LON,0QOQ.LON
2016-10-21,498.5,498.5,498.5,498.5,10.0,0.011156186612576002,13.34000015258789,0QOQ.LON,0QOQ.LON
2016-11-04,489.5,489.5,489.5,489.5,80.0,-0.01805416248746239,22.510000228881836,0QOQ.LON,0QOQ.LON
2016-11-08,499.75,499.75,499.75,499.75,3.0,0.02093973442288055,18.739999771118164,0QOQ.LON,0QOQ.LON
2016-11-09,500.9054,500.9054,500.9054,500.9054,600.0,0.0023119559779889443,14.380000114440918,0QOQ.LON,0QOQ.LON
2016-11-11,492.25,492.25,492.25,492.25,10.0,-0.017279510262816045,14.170000076293945,0QOQ.LON,0QOQ.LON
2016-11-15,488.0,488.0,488.0,488.0,10.0,-0.008633824276282343,13.369999885559082,0QOQ.LON,0QOQ.LON
2016-11-22,496.25,496.25,496.25,496.25,10.0,0.01690573770491799,12.40999984741211,0QOQ.LON,0QOQ.LON
2016-11-24,491.5,491.5,491.5,491.5,24.0,-0.009571788413098248,,0QOQ.LON,0QOQ.LON
2016-11-30,495.2086,495.2086,495.2086,495.2086,84.0,0.00754547304170905,13.329999923706055,0QOQ.LON,0QOQ.LON
2016-12-08,472.1337,472.1337,472.1337,472.1337,1522.0,-0.046596323246405724,12.640000343322754,0QOQ.LON,0QOQ.LON
2016-12-22,474.0,474.0,474.0,474.0,398500.0,0.003952905712936827,11.430000305175781,0QOQ.LON,0QOQ.LON
2016-12-28,479.0,479.0,479.0,479.0,15.0,0.010548523206751037,12.949999809265137,0QOQ.LON,0QOQ.LON
2017-01-09,480.25,486.5,480.25,486.5,7.0,0.01565762004175375,11.5600004196167,0QOQ.LON,0QOQ.LON
2017-01-11,487.75,487.75,487.75,487.75,9.0,0.002569373072970116,11.260000228881836,0QOQ.LON,0QOQ.LON
2017-01-16,496.25,496.4184,496.25,496.4184,184.0,0.017772219374679654,,0QOQ.LON,0QOQ.LON
2017-01-17,495.25,495.25,495.25,495.25,2.0,-0.002353659735416791,11.869999885559082,0QOQ.LON,0QOQ.LON
2017-01-19,499.6491,499.6491,499.6491,499.6491,194.0,0.008882584553255857,12.779999732971191,0QOQ.LON,0QOQ.LON
2017-01-25,498.5,498.5,498.5,498.5,75.0,-0.002299814009471768,10.8100004196167,0QOQ.LON,0QOQ.LON
2017-01-26,500.0,500.0,500.0,500.0,15.0,0.0030090270812437314,10.630000114440918,0QOQ.LON,0QOQ.LON
2017-02-01,498.9871,499.75,498.9871,498.9871,92.0,-0.0020257999999999665,11.8100004196167,0QOQ.LON,0QOQ.LON
2017-02-02,504.5,504.5,504.5,504.5,4.0,0.011048181405892032,11.930000305175781,0QOQ.LON,0QOQ.LON
2017-02-03,503.5,503.5,503.5,503.5,8.0,-0.001982160555004997,10.970000267028809,0QOQ.LON,0QOQ.LON
2017-02-07,513.0,513.0,513.0,513.0,23.0,0.018867924528301883,11.289999961853027,0QOQ.LON,0QOQ.LON
2017-02-10,518.0,518.0,518.0,518.0,24.0,0.00974658869395717,10.850000381469727,0QOQ.LON,0QOQ.LON
2017-02-22,527.0,527.0,527.0,527.0,20.0,0.01737451737451745,11.739999771118164,0QOQ.LON,0QOQ.LON
2017-03-02,528.5,528.5,528.0,528.0,62.0,0.00189753320683117,11.8100004196167,0QOQ.LON,0QOQ.LON
2017-03-03,527.0,527.0,527.0,527.0,2.0,-0.0018939393939394478,10.960000038146973,0QOQ.LON,0QOQ.LON
2017-03-10,529.5,529.5,529.5,529.5,2.0,0.004743833017077703,11.65999984741211,0QOQ.LON,0QOQ.LON
2017-03-13,529.5,529.5,529.5,529.5,25.0,0.0,11.350000381469727,0QOQ.LON,0QOQ.LON
2017-03-16,534.5,534.5,534.5,534.5,17.0,0.009442870632672351,11.210000038146973,0QOQ.LON,0QOQ.LON
2017-03-17,534.2089,534.2089,534.2089,534.2089,1640.0,-0.0005446211412535318,11.279999732971191,0QOQ.LON,0QOQ.LON
2017-03-21,555.0,555.0,554.5,554.5,146.0,0.03798345553584004,12.470000267028809,0QOQ.LON,0QOQ.LON
2017-03-28,537.5,537.5,537.5,537.5,2.0,-0.030658250676284915,11.529999732971191,0QOQ.LON,0QOQ.LON
2017-04-04,543.0,543.0,543.0,543.0,39.0,0.01023255813953483,11.789999961853027,0QOQ.LON,0QOQ.LON
2017-04-07,559.8043,559.8043,559.8043,559.8043,1486.0,0.03094714548802946,12.869999885559082,0QOQ.LON,0QOQ.LON
2017-04-10,560.0,560.0,560.0,560.0,13.0,0.00034958645369465025,14.050000190734863,0QOQ.LON,0QOQ.LON
2017-04-20,570.0,570.0,570.0,570.0,5.0,0.017857142857142794,14.149999618530273,0QOQ.LON,0QOQ.LON
2017-04-25,584.5,587.5,584.5,587.5,21.0,0.030701754385964897,10.760000228881836,0QOQ.LON,0QOQ.LON
2017-04-28,599.0,599.0,599.0,599.0,21.0,0.019574468085106433,10.819999694824219,0QOQ.LON,0QOQ.LON
2017-05-02,608.9138,608.9138,608.9138,608.9138,3.0,0.016550584307178706,10.59000015258789,0QOQ.LON,0QOQ.LON
2017-05-04,612.0,612.0,612.0,612.0,5.0,0.005068369283139917,10.460000038146973,0QOQ.LON,0QOQ.LON
2017-05-05,612.6379,612.6394,612.6379,612.6394,1086.0,0.0010447712418300004,10.569999694824219,0QOQ.LON,0QOQ.LON
2017-05-10,623.5,623.5,623.5,623.5,1681.0,0.017727557189433085,10.210000038146973,0QOQ.LON,0QOQ.LON
2017-05-11,620.0,620.0,618.0,618.0,1696.0,-0.008821170809943824,10.600000381469727,0QOQ.LON,0QOQ.LON
2017-05-15,608.5,608.5,608.5,608.5,1802.0,-0.0153721682847896,10.420000076293945,0QOQ.LON,0QOQ.LON
2017-06-06,599.5,599.5,599.5,599.5,7.0,-0.014790468364831555,10.449999809265137,0QOQ.LON,0QOQ.LON
2017-06-07,593.525,593.525,593.525,593.525,55.0,-0.009966638865721467,10.390000343322754,0QOQ.LON,0QOQ.LON
2017-06-12,594.975,594.975,594.475,594.475,12.0,0.0016006065456384277,11.460000038146973,0QOQ.LON,0QOQ.LON
2017-06-13,597.0,597.0,597.0,597.0,4.0,0.004247445224778046,10.420000076293945,0QOQ.LON,0QOQ.LON
2017-08-29,619.0,621.0,611.0,612.9142,4827.0,0.02665695142378577,11.699999809265137,0QOQ.LON,0QOQ.LON
2017-08-30,616.0,621.5,615.5,615.5,1787.0,0.004218861302283328,11.220000267028809,0QOQ.LON,0QOQ.LON
2017-08-31,621.5,625.25,620.4752,622.0,7235.0,0.010560519902518273,10.59000015258789,0QOQ.LON,0QOQ.LON
2017-09-01,627.0,627.0625,624.3075,626.14,5310.0,0.006655948553054625,10.130000114440918,0QOQ.LON,0QOQ.LON
2017-09-04,622.0,622.0,620.0,620.9956,972.0,-0.008216053917654231,,0QOQ.LON,0QOQ.LON
2017-09-05,621.5,623.5,618.4319,619.4324,11285.0,-0.0025172481093262977,12.229999542236328,0QOQ.LON,0QOQ.LON
