date,open,high,low,close,volume
2005-01-03,82.1000,82.1000,82.1000,82.1000,0
2005-01-04,82.6000,82.6000,82.6000,82.6000,0
2005-01-05,82.4000,82.4000,82.4000,82.4000,0
2005-01-06,82.0000,82.0000,82.0000,82.0000,0
2005-01-07,82.2000,82.2000,82.2000,82.2000,0
2005-01-10,82.2000,82.2000,82.2000,82.2000,0
2005-01-11,82.2000,82.2000,82.2000,82.2000,0
2005-01-12,82.0000,82.0000,82.0000,82.0000,0
2005-01-13,81.0000,81.0000,81.0000,81.0000,0
2005-01-14,81.5000,81.5000,81.5000,81.5000,0
2005-01-17,81.5000,81.5000,81.5000,81.5000,0
2005-01-18,82.0000,82.0000,82.0000,82.0000,0
2005-01-19,83.0000,83.0000,83.0000,83.0000,0
2005-01-20,82.0000,82.0000,82.0000,82.0000,0
2005-01-21,82.0000,82.0000,82.0000,82.0000,0
2005-01-24,82.0000,82.0000,82.0000,82.0000,0
2005-01-25,41.0000,41.0000,41.0000,41.0000,0
2005-01-26,41.0000,41.0000,41.0000,41.0000,0
2005-01-27,41.0000,41.0000,41.0000,41.0000,0
2005-01-28,40.0000,40.0000,40.0000,40.0000,0
2005-01-31,40.0000,40.0000,40.0000,40.0000,0
2005-02-01,40.5000,40.5000,40.5000,40.5000,0
2005-02-02,40.5000,40.5000,40.5000,40.5000,0
2005-02-03,40.5000,40.5000,40.5000,40.5000,0
2005-02-04,40.5000,40.5000,40.5000,40.5000,0
2005-02-07,40.0000,40.0000,40.0000,40.0000,0
2005-02-08,40.6000,40.6000,40.6000,40.6000,0
2005-02-09,39.3400,39.3400,39.3400,39.3400,0
2005-02-10,39.4000,39.4000,39.4000,39.4000,0
2005-02-11,39.3700,39.3700,39.3700,39.3700,0
2005-02-14,39.6400,39.6400,39.6400,39.6400,0
2005-02-15,39.6900,39.6900,39.6900,39.6900,0
2005-02-16,39.7300,39.7300,39.7300,39.7300,0
2005-02-17,39.6500,39.6500,39.6500,39.6500,0
2005-02-18,39.2300,39.2300,39.2300,39.2300,0
2005-02-21,39.5400,39.5400,39.5400,39.5400,0
2005-02-22,40.0000,40.0000,40.0000,40.0000,0
2005-02-23,39.9500,39.9500,39.9500,39.9500,0
2005-02-24,39.6600,39.6600,39.6600,39.6600,0
2005-02-25,39.8500,39.8500,39.8500,39.8500,0
2005-02-28,40.0900,40.0900,40.0900,40.0900,0
2005-03-01,39.4700,39.4700,39.4700,39.4700,0
2005-03-02,40.0700,40.0700,40.0700,40.0700,0
2005-03-03,39.8600,39.8600,39.8600,39.8600,0
2005-03-04,39.7600,39.7600,39.7600,39.7600,0
2005-03-07,39.7100,39.7100,39.7100,39.7100,0
2005-03-08,39.6000,39.6000,39.6000,39.6000,0
2005-03-09,39.4900,39.4900,39.4900,39.4900,0
2005-03-10,39.1900,39.1900,39.1900,39.1900,0
2005-03-11,39.0300,39.0300,39.0300,39.0300,0
2005-03-14,38.8800,38.8800,38.8800,38.8800,0
2005-03-15,40.4200,40.4200,40.4200,40.4200,0
2005-03-16,40.7000,40.7000,40.7000,40.7000,0
2005-03-17,40.6700,40.6700,40.6700,40.6700,0
2005-03-18,39.9800,39.9800,39.9800,39.9800,0
2005-03-21,40.4600,40.4600,40.4600,40.4600,0
2005-03-22,41.0400,41.0400,41.0400,41.0400,0
2005-03-23,40.9600,40.9600,40.9600,40.9600,0
2005-03-24,41.3000,41.3000,41.3000,41.3000,0
2005-03-25,41.3000,41.3000,41.3000,41.3000,0
2005-03-28,41.3000,41.3000,41.3000,41.3000,0
2005-03-29,41.2000,41.2000,41.2000,41.2000,0
2005-03-30,41.4000,41.4000,41.4000,41.4000,0
2005-03-31,41.5400,41.5400,41.5400,41.5400,0
2005-04-01,41.4600,41.4600,41.4600,41.4600,0
2005-04-04,41.3600,41.3600,41.3600,41.3600,0
2005-04-05,41.3800,41.3800,41.3800,41.3800,0
2005-04-06,42.2100,42.2100,42.2100,42.2100,0
2005-04-07,42.5300,42.5300,42.5300,42.5300,0
2005-04-08,42.1100,42.1100,42.1100,42.1100,0
2005-04-11,41.9800,41.9800,41.9800,41.9800,0
2005-04-12,41.7600,41.7600,41.7600,41.7600,0
2005-04-13,42.0400,42.0400,42.0400,42.0400,0
2005-04-14,42.2500,42.2500,42.2500,42.2500,0
2005-04-15,43.1600,43.1600,43.1600,43.1600,0
2005-04-18,44.4500,44.4500,44.4500,44.4500,0
2005-04-19,44.9600,45.6000,44.9600,45.6000,400
2005-04-20,45.3800,45.3800,45.3800,45.3800,0
2005-04-21,45.2900,45.2900,45.2900,45.2900,0
2005-04-22,45.4300,45.4300,45.4300,45.4300,0
2005-04-25,45.4900,45.4900,45.4900,45.4900,0
2005-04-26,45.6700,45.6700,45.6700,45.6700,0
2005-04-27,46.0100,46.0100,46.0100,46.0100,0
2005-04-28,46.3700,46.3700,46.3700,46.3700,0
2005-04-29,46.5800,46.5800,46.5800,46.5800,0
2005-05-02,46.2000,46.2000,46.2000,46.2000,0
2005-05-03,46.3300,46.3300,46.3300,46.3300,0
2005-05-04,46.9200,47.4100,46.9200,47.4100,160
2005-05-05,47.5700,47.5700,47.5700,47.5700,0
2005-05-06,47.7100,47.7100,47.3200,47.3200,160
2005-05-09,47.1900,47.1900,47.1900,47.1900,0
2005-05-10,47.4200,47.4200,47.4200,47.4200,0
2005-05-11,46.5400,46.5400,46.5400,46.5400,0
2005-05-12,46.6600,46.6600,46.6600,46.6600,0
2005-05-13,46.8600,46.8600,46.8600,46.8600,0
2005-05-16,46.8300,46.8300,46.8300,46.8300,0
2005-05-17,47.8400,47.8400,47.5800,47.5800,400
2005-05-18,47.5300,47.5300,47.5300,47.5300,0
2005-05-19,47.9800,47.9800,47.9800,47.9800,0
2005-05-20,48.3400,48.3400,48.3400,48.3400,0
2005-05-23,48.3400,48.3400,48.3400,48.3400,0
2005-05-24,48.6600,48.6600,48.6600,48.6600,0
2005-05-25,49.4400,49.4400,49.4400,49.4400,0
2005-05-26,50.0100,50.0100,50.0100,50.0100,0
2005-05-27,50.4000,50.9900,50.4000,50.9900,400
2005-05-30,50.6900,50.6900,50.6900,50.6900,0
2005-05-31,50.7500,51.2500,50.7500,51.2500,120
2005-06-01,51.1800,51.1800,51.1800,51.1800,0
2005-06-02,51.8300,52.4100,51.8300,52.4100,1600
2005-06-03,51.5700,51.5700,51.5700,51.5700,0
2005-06-06,51.4500,51.4500,51.4500,51.4500,0
2005-06-07,51.4500,51.4500,51.4500,51.4500,0
2005-06-08,51.4500,51.4500,51.4500,51.4500,0
2005-06-09,51.3800,51.3800,51.3800,51.3800,0
2005-06-10,51.7100,51.7100,51.7100,51.7100,0
2005-06-13,51.5100,51.5100,51.5100,51.5100,0
2005-06-14,51.5700,51.5700,51.5700,51.5700,0
2005-06-15,51.6400,52.2700,51.6400,52.2700,80
2005-06-16,52.4700,52.4700,52.4700,52.4700,0
2005-06-17,51.6000,51.6000,51.4700,51.4700,120
2005-06-20,51.3400,51.3400,51.3400,51.3400,0
2005-06-21,51.6900,51.6900,51.6900,51.6900,0
2005-06-22,52.1400,52.1400,52.1400,52.1400,0
2005-06-23,52.3700,52.3700,52.3700,52.3700,0
2005-06-24,51.4200,51.4200,51.4200,51.4200,0
2005-06-27,51.3400,51.7400,51.3400,51.7400,1600
2005-06-28,51.7100,51.7100,51.7100,51.7100,0
2005-06-29,51.5300,51.5300,51.5300,51.5300,0
2005-06-30,51.6500,51.6500,51.6500,51.6500,0
2005-07-01,51.7700,51.7700,51.7700,51.7700,0
2005-07-04,52.1600,52.1600,52.1600,52.1600,0
2005-07-05,52.1600,52.1600,52.1600,52.1600,0
2005-07-06,52.3500,52.9000,52.3500,52.9000,160
2005-07-07,52.8000,52.8000,52.8000,52.8000,0
2005-07-08,53.0000,53.0000,53.0000,53.0000,0
2005-07-11,53.2200,53.2200,53.2200,53.2200,0
2005-07-12,52.9900,52.9900,52.9900,52.9900,0
2005-07-13,53.0200,53.0200,53.0200,53.0200,0
2005-07-14,53.1800,53.1800,53.1800,53.1800,0
2005-07-15,53.4700,53.4700,53.4700,53.4700,0
2005-07-18,53.5600,53.5600,53.5600,53.5600,0
2005-07-19,53.1400,53.1400,53.1400,53.1400,0
2005-07-20,53.7900,53.7900,53.7900,53.7900,0
2005-07-21,55.5800,55.5800,55.5800,55.5800,0
2005-07-22,55.2600,55.2600,55.2600,55.2600,0
2005-07-25,54.7200,54.7200,54.7200,54.7200,0
2005-07-26,55.0700,55.0700,55.0700,55.0700,800
2005-07-27,55.4600,55.4600,55.4600,55.4600,0
2005-07-28,55.5800,55.5800,55.5800,55.5800,0
2005-07-29,55.8700,55.8700,55.8700,55.8700,0
2005-08-01,55.8700,55.8700,55.8700,55.8700,0
2005-08-02,57.3400,57.3400,57.3400,57.3400,0
2005-08-03,58.2400,58.2400,58.2400,58.2400,0
2005-08-04,57.7300,57.7300,57.7300,57.7300,0
2005-08-05,57.8800,57.8800,57.8800,57.8800,80
2005-08-08,57.8100,57.8100,57.8100,57.8100,0
2005-08-09,57.8900,57.8900,57.8900,57.8900,0
