timestamp,Open,High,Low,Close,Volume,Return,VIX
2014-03-25,284.0,286.695,284.0,286.695,262.0,,14.020000457763672
2014-03-31,289.0,289.0,289.0,289.0,70.0,0.008039903032839746,13.880000114440918
2014-05-08,295.785,296.0986,295.785,296.0986,334.0,0.024562629757785448,13.430000305175781
2014-05-13,304.25,304.25,304.25,304.25,4.0,0.027529343266060824,12.130000114440918
2014-06-02,299.25,299.25,299.25,299.25,12.0,-0.016433853738701765,11.579999923706055
2014-06-03,296.25,296.25,296.25,296.25,35.0,-0.010025062656641603,11.869999885559082
2014-06-16,307.25,307.25,307.25,307.25,7.0,0.037130801687763615,12.649999618530273
2014-06-17,307.5,307.5,307.5,307.5,100.0,0.0008136696501219731,12.0600004196167
2014-06-19,311.0,311.0,311.0,311.0,1.0,0.011382113821138296,10.619999885559082
2014-07-15,308.0,308.0,308.0,308.0,298.0,-0.009646302250803873,11.960000038146973
2014-07-16,311.5,311.5,311.5,311.5,60.0,0.011363636363636465,11.0
2014-08-07,298.69,298.69,298.69,298.69,13.0,-0.04112359550561795,16.65999984741211
2014-08-11,302.6818,302.6818,302.6818,302.6818,211.0,0.013364357695269335,14.229999542236328
2014-08-29,312.11,312.11,312.11,312.11,25.0,0.03114888308448016,12.09000015258789
2014-09-18,314.9,314.9,314.9,314.9,60.0,0.008939156066771314,12.029999732971191
2014-09-26,309.7,309.7,309.7,309.7,70.0,-0.016513178786916494,14.850000381469727
2014-10-06,303.505,303.505,303.505,303.505,20.0,-0.02000322893122375,15.460000038146973
2014-10-09,295.49,295.49,292.61,292.61,90.0,-0.03589726693135198,18.760000228881836
2014-10-17,295.99,295.99,293.6584,293.6584,395.0,0.0035829260790811723,21.989999771118164
2014-10-30,321.3253,322.815,321.3253,322.815,19141.0,0.09928747142938876,14.520000457763672
2014-11-03,326.4603,326.4603,326.4603,326.4603,1042.0,0.011292226197667565,14.729999542236328
2014-11-06,330.75,330.75,330.75,330.75,9.0,0.013140035710314413,13.670000076293945
2014-11-13,326.8,326.8,326.8,326.8,120.0,-0.011942554799697636,13.789999961853027
2014-11-21,329.39,329.39,329.39,329.39,40.0,0.007925336597307098,12.899999618530273
2014-12-02,343.0,343.0,343.0,343.0,100000.0,0.04131880142080813,12.850000381469727
2014-12-05,338.6981,338.6981,338.6981,338.6981,1425.0,-0.012541982507288552,11.890000343322754
2014-12-08,340.485,340.485,340.485,340.485,65.0,0.005275789855331281,14.210000038146973
2014-12-10,334.085,334.085,334.085,334.085,90.0,-0.018796716448595485,18.530000686645508
2015-01-09,358.7272,358.7272,358.7272,358.7272,180.0,0.07376027058981993,17.549999237060547
2015-01-13,355.2834,355.2834,355.2834,355.2834,75.0,-0.00960005263052266,20.559999465942383
2015-01-16,301.52,301.52,301.52,301.52,173.0,-0.15132539263022138,20.950000762939453
2015-01-19,306.0,306.0,306.0,306.0,150.0,0.014858052533828658,
2015-01-21,301.38,301.38,301.38,301.38,30.0,-0.01509803921568631,18.850000381469727
2015-01-23,306.085,307.11,306.085,307.11,81.0,0.019012542305395286,16.65999984741211
2015-01-28,310.0,310.0,310.0,310.0,1.0,0.009410309009800999,20.440000534057617
2015-02-17,317.876,317.876,317.876,317.876,65.0,0.025406451612903114,15.800000190734863
2015-03-05,340.0,340.0,340.0,340.0,201.0,0.06959946645861925,14.039999961853027
2015-03-10,353.1068,353.1068,352.9966,352.9966,1115.0,0.03822529411764708,16.690000534057617
2015-03-17,363.405,363.405,363.405,363.405,30.0,0.029485836407489474,15.65999984741211
2015-04-01,366.0353,368.531,366.0353,368.531,3273.0,0.014105474608219648,15.109999656677246
2015-04-02,365.4,365.4,365.4,365.4,10000.0,-0.008495893154171652,14.670000076293945
2015-04-13,370.5,370.5,370.5,370.5,4.0,0.013957307060755486,13.9399995803833
2015-04-21,365.98,365.98,365.98,365.98,40.0,-0.012199730094466843,13.25
2015-04-23,364.915,364.915,364.915,364.915,13.0,-0.0029099950816984244,12.479999542236328
2015-05-05,335.915,335.915,335.915,335.915,25.0,-0.07947056163764166,14.3100004196167
2015-05-19,341.19,341.19,339.59,339.59,230.0,0.010940267627226996,12.850000381469727
2015-06-16,327.79,327.79,327.79,327.79,32.0,-0.03474778409258206,14.8100004196167
2015-06-17,325.29,325.29,325.29,325.29,79.0,-0.007626834253637971,14.5
2015-06-18,313.09,313.09,313.09,313.09,20.0,-0.037504995542439246,13.1899995803833
2015-06-23,325.09,325.09,325.09,325.09,135.0,0.0383276374205499,12.109999656677246
2015-06-29,317.4,317.4,315.7526,315.7526,92.0,-0.028722507613276327,18.850000381469727
2015-07-06,312.285,312.285,312.285,312.285,150.0,-0.010982015666695877,17.010000228881836
2015-07-08,308.585,308.585,308.585,308.585,75.0,-0.011848151528251583,19.65999984741211
2015-07-10,313.895,313.895,313.895,313.895,40.0,0.017207576518625256,16.829999923706055
2015-07-21,325.915,325.915,325.915,325.915,200.0,0.03829305978113706,12.220000267028809
2015-07-23,320.6028,320.6028,320.6028,320.6028,6500.0,-0.016299341852937133,12.640000343322754
2015-08-11,334.1123,334.5734,334.1123,334.5733,1723.0,0.04357572672478227,13.710000038146973
2015-08-12,335.2334,335.2334,335.2334,335.2334,725.0,0.0019729607831826534,13.609999656677246
2015-08-13,320.4,320.4,320.4,320.4,45.0,-0.04424797767764199,13.489999771118164
2015-08-17,324.3688,324.3688,324.3688,324.3688,154.0,0.012387016229713055,13.020000457763672
2015-08-24,301.0,301.69,301.0,301.0,370.0,-0.07204392037705232,40.7400016784668
2015-09-01,301.085,301.085,301.085,301.085,45.0,0.00028239202657798224,31.399999618530273
2015-09-02,301.515,301.515,301.515,301.515,100.0,0.001428168125280349,26.09000015258789
2015-09-15,308.5,308.5,308.5,308.5,36.0,0.023166343299670045,22.540000915527344
2015-09-22,299.5,299.5,299.5,299.5,50.0,-0.02917341977309562,22.440000534057617
2015-09-28,296.9499,296.9499,296.9499,296.9499,150.0,-0.008514524207011598,27.6299991607666
2015-10-02,301.3022,301.3022,301.3022,301.3022,582.0,0.01465668114385621,20.940000534057617
2015-10-12,317.25,317.25,317.25,317.25,245.0,0.052929583653886336,16.170000076293945
2015-10-14,311.895,311.895,311.895,311.895,40.0,-0.01687943262411351,18.030000686645508
2015-10-20,314.25,314.25,314.25,314.25,60.0,0.007550617996441078,15.75
2015-10-27,322.25,322.25,322.25,322.25,150.0,0.025457438345266592,15.430000305175781
2015-11-10,326.8,326.9,326.8,326.8,1500.0,0.01411947245927081,15.289999961853027
2015-12-03,341.0,341.0,341.0,341.0,7.0,0.04345165238678095,18.110000610351562
2015-12-04,336.59,336.59,336.59,336.59,55.0,-0.012932551319648211,14.8100004196167
