stock,features,n_features,mae,mse,rmse,r2,time
ABB_ABBNY,body_lag_1,1,0.005536934433504915,5.1414398119689504e-05,0.0071703834011640905,-0.06979721289625673,0.1026465892791748
ABB_ABBNY,body_lag_2,1,0.005742453090930677,5.460628427279962e-05,0.0073896065032449205,-0.13621189507400433,0.1200401782989502
ABB_ABBNY,body_lag_3,1,0.005556105791229099,5.1729390717940605e-05,0.007192314698199781,-0.07635137313182949,0.16590356826782227
ABB_ABBNY,upper_wick_lag_1,1,0.006079234899890114,7.003591189290834e-05,0.008368746136244566,-0.45726150817252065,0.11726641654968262
ABB_ABBNY,upper_wick_lag_2,1,0.005679359785633797,6.171057247824812e-05,0.007855607709034873,-0.2840332836295578,0.10772967338562012
ABB_ABBNY,upper_wick_lag_3,1,0.006268350965201275,7.496613291769057e-05,0.00865829850014947,-0.559846326903574,0.1260843276977539
ABB_ABBNY,lower_wick_lag_1,1,0.006179699316568384,6.67347017247101e-05,0.008169131026290992,-0.38857208329776394,0.11315226554870605
ABB_ABBNY,lower_wick_lag_2,1,0.005741446023436379,5.811029675866362e-05,0.007623011003446317,-0.2091210981070637,0.09989356994628906
ABB_ABBNY,lower_wick_lag_3,1,0.0061016626724418755,6.414627157081823e-05,0.008009136755657143,-0.33471371938258443,0.09591555595397949
ABB_ABBNY,vol_5_mean,1,0.004796492821126055,4.8920157394018784e-05,0.006994294631627895,-0.017898681080262824,0.09278035163879395
ABB_ABBNY,vol_20_mean,1,0.004930669154207812,5.337690904865235e-05,0.007305950249533072,-0.11063185842094847,0.13608121871948242
ABB_ABBNY,FEDERAL_FUNDS_RATE,1,0.0050382430564520405,5.3223376177015693e-05,0.0072954352972948566,-0.10743724671349453,0.13064360618591309
ABB_ABBNY,INFLATION,1,0.005211289057112059,5.7510711198142075e-05,0.0075835816866532185,-0.1966453134047792,0.09783673286437988
ABB_ABBNY,REAL_GDP,1,0.005042667675317635,5.401751833608713e-05,0.007349661103485461,-0.12396123803670878,0.1164083480834961
ABB_ABBNY,REAL_GDP_PER_CAPITA,1,0.005102173918526983,5.5880934675849434e-05,0.007475355153827103,-0.1627339880765395,0.1295616626739502
ABB_ABBNY,CPI,1,0.0051661950112710684,5.691215508034624e-05,0.007544014520157437,-0.1841909486743134,0.11766409873962402
ABB_ABBNY,FTSE_100,1,0.0050117262977277255,5.3819310782982324e-05,0.007336164582599161,-0.1198370647381537,0.10345149040222168
ABB_ABBNY,SP500,1,0.005192601636897976,5.778650351116569e-05,0.0076017434520750365,-0.20238381971042596,0.10315942764282227
ABB_ABBNY,EUROSTOXX_50,1,0.005186049028932652,5.8089392992456955e-05,0.007621639783698581,-0.20868614619388803,0.13834023475646973
ABB_ABBNY,Peer_UBS_close,1,0.00498947100870947,5.376945085500877e-05,0.007332765566620057,-0.11879961192469968,0.1253352165222168
ABB_ABBNY,Peer_UBS_return,1,0.00473960388927486,4.5643327241752105e-05,0.006755984550141608,0.0502834603476815,0.1306471824645996
ABB_ABBNY,Peer_Swiss_close,1,0.0049918205590659855,5.317811340240958e-05,0.007292332507669242,-0.10649544846451287,0.12488579750061035
