stock,features,n_features,mae,mse,rmse,r2,adj_r2,time
ABB_ABBNY,ALL_FEATURES_COMBINED,56,0.0013812063600933133,3.899269625103708e-06,0.0019746568373020432,0.9188665445901719,0.9008368878324323,0.3339869976043701
Alcon_0A0D.LON,BASELINE_NONE,0,0.006569035932711827,0.00012980040648242607,0.011392998134048213,-0.13320412646425295,-0.13320412646425295,0.03546643257141113
Alcon_0A0D.LON,open_lag_1,1,0.00620505778331596,0.00011393888861171865,0.010674216065440995,0.005272616330121327,0.0019120508447501017,0.046349525451660156
Alcon_0A0D.LON,open_lag_2,1,0.006197762253601723,0.00011367473105917455,0.010661835257551796,0.007578806554727424,0.004226032252547474,0.030616044998168945
Alcon_0A0D.LON,open_lag_3,1,0.006190565835292407,0.00011394199077887142,0.010674361375692292,0.0052455332976889535,0.0018848763155866477,0.04967522621154785
Alcon_0A0D.LON,high_lag_1,1,0.006216844939133708,0.00011637503153525453,0.010787725966822412,-0.015995785583406752,-0.019428203777945185,0.032958030700683594
Alcon_0A0D.LON,high_lag_2,1,0.00615887860636404,0.00011291922779741377,0.010626345928747744,0.01417462113640544,0.010844129991595897,0.06139111518859863
Alcon_0A0D.LON,high_lag_3,1,0.00610518797574691,0.00010984791867582997,0.010480835781359709,0.04098825188337296,0.03774834732892485,0.061862945556640625
Alcon_0A0D.LON,low_lag_1,1,0.006118666655262492,0.00010818131815805218,0.010401024860947702,0.055538272450288195,0.052347523370728344,0.10589170455932617
Alcon_0A0D.LON,low_lag_2,1,0.006100795291215524,0.00010458470053924776,0.01022666614978937,0.08693803488088592,0.08385336607980776,0.07853269577026367
Alcon_0A0D.LON,low_lag_3,1,0.00607402174427472,0.0001041045349818065,0.010203162989083655,0.09113005250104744,0.0880595459216591,0.08434677124023438
Alcon_0A0D.LON,close_lag_1,1,0.006133531533511744,0.000112441543574253,0.01060384569739927,0.01834497581789063,0.015028573709167214,0.06607270240783691
Alcon_0A0D.LON,close_lag_2,1,0.0061176615779165375,0.00011051610224086173,0.010512663898406613,0.03515476958813757,0.03189515732323267,0.04928135871887207
Alcon_0A0D.LON,close_lag_3,1,0.006062237088298546,0.0001086469189861456,0.01042338327924986,0.051473410143774045,0.048268928421286716,0.048767805099487305
Alcon_0A0D.LON,volume_lag_1,1,0.006515792941916988,0.0001195714196287933,0.01093487172438677,-0.04390140063916359,-0.047428094560241885,0.043325185775756836
Alcon_0A0D.LON,volume_lag_2,1,0.006519882990613499,0.00011955383084479054,0.010934067442849917,-0.0437478442432202,-0.04727401939269038,0.04666852951049805
Alcon_0A0D.LON,volume_lag_3,1,0.00656884075430092,0.000119906479727773,0.01095018172122148,-0.04682659553698332,-0.050363171873256896,0.0518953800201416
Alcon_0A0D.LON,ctc_vol_lag_1,1,0.0018212240827227538,7.4307393756676365e-06,0.002725938256026287,0.9351269787870268,0.9349078131748207,0.0669708251953125
Alcon_0A0D.LON,ctc_vol_lag_2,1,0.002169422637514752,1.051174285004816e-05,0.0032421818039783273,0.9082287128614003,0.9079186747291753,0.04768776893615723
Alcon_0A0D.LON,ctc_vol_lag_3,1,0.0025390728106993166,1.8644955285435814e-05,0.004317980463762639,0.8372228497600431,0.8366729269551784,0.04253125190734863
Alcon_0A0D.LON,parkinson_vol_lag_1,1,0.004288666004819046,4.403641300697592e-05,0.006635993746755336,0.6155463123226385,0.6142474822967015,0.06839871406555176
